Z,A,mass
110,281,261903.11547629972
111,281,261905.17594125436
112,281,261907.7897137057
113,281,261911.6526197485
109,282,262836.79206939886
110,282,262836.12698260974
111,282,262839.0788874204
112,282,262840.16314655554
113,282,262845.06560001656
110,283,263770.6605502831
111,283,263772.2105564695
112,283,263774.1676255787
113,283,263777.39432114945
110,284,264703.78476737946
111,284,264706.2951439855
112,284,264706.7403981664
113,284,264710.9162862275
114,284,264713.10436587414
111,285,265639.5488387621
112,285,265640.9050941752
113,285,265643.58686569607
114,285,265646.751151162
111,286,266573.82345107495
112,286,266573.7629039583
113,286,266577.2699792539
114,286,266578.9187238152
112,287,267508.1772403865
113,287,267510.2619241877
114,287,267512.73597252375
115,287,267516.55509834364
112,288,268441.2315954252
113,288,268444.2710606814
114,288,268445.2183901835
115,288,268449.96714711766
113,289,269377.3459085904
114,289,269379.2610604649
115,289,269382.47844109463
116,289,269386.25285519764
113,290,270311.60468550347
114,290,270312.02013187314
115,290,270316.0814461597
116,290,270318.3170320055
114,291,271246.28356625675
115,291,271248.9634747894
116,291,271252.02715889225
117,291,271256.4368519731
115,292,272182.8775988847
116,292,272184.41083817725
117,292,272189.89920142863
116,293,273118.3398661781
117,293,273122.1999777385
118,293,273126.57427404344
117,294,274055.66232719406
118,294,274058.58628718153
118,295,274992.1287451299
